"RR#","Load#","Tm#","Sts","Pickup Date","Pickup Time","Delivery Date","Delivery Time","Dispatcher","Invoice Date","Docs Scanned","Invoice Audit","Revenue$","Purch Tr$","Target Buy","Max Buy","Net Mrg$","CM$","Nbr of Stops","Weight","Equipment","Cust Name","Cust Ref#","Spot Bid","Driver","Tot Miles","Fuel Surcharge","Origin","Destination","Vendor Dispatch",
"4021206","3010-0816-0925","   3010","ASSG","09/20/25","0330","09/20/25","1615","BBANUELOS","","!","17","       934.83","     1,400.00","          .00","       .00","      -465.17","       .00","    3","         2","V","USPS","81601106","CONTRACT","VANTAGE CARRIER LLC","  566","       .00","MERRIFIELD,VA","ALLEN PARK,MI","dispatch@vantagecarrier.com",
"4021068","3010-0705-0925","   3010","ASSG","09/20/25","0345","09/20/25","1345","YRODRIGUEZ","","!","17","       822.50","       925.00","          .00","       .00","      -102.50","       .00","    3","         2","V","USPS","81582988","CONTRACT","DO NOT UPDATE TO RTS","  395","       .00","CAPITOL HEIGHTS,MD","CLEVELAND,OH","DISPATCH@DEADHEADTRUCKINGLLC.COM",
"4021142","3060-0330-0925","   3060","ASSG","09/20/25","0345","09/20/25","0915","YRODRIGUEZ","","!","17","       732.30","       800.00","          .00","       .00","       -67.70","       .00","    2","         1","V","USPS","81592784","CONTRACT","COLIBREX INC","  238","       .00","JERSEY CITY,NJ","MERRIFIELD,VA","dispatch@colibrexinc.net",
"4021059","3010-0698-0925","   3010","ASSG","09/20/25","0400","09/21/25","0130","STEPHENW","","!","17","     2,666.25","     3,000.00","          .00","       .00","      -333.75","       .00","    2","         1","V","USPS","81582189","CONTRACT","MZ CARGO INC"," 1049","       .00","CLEVELAND,OH","ORLANDO,FL","dispatch@mzcargoinc.com",
"4021084","3010-0721-0925","   3010","ASSG","09/20/25","0400","09/21/25","0515","YRODRIGUEZ","","!","17","       949.90","     1,600.00","          .00","       .00","      -650.10","       .00","    2","         1","V","USPS","81585211","CONTRACT","CROSS USA LLC"," 1287","       .00","TAMPA,FL","OLATHE,KS","Dispatch@crossusallc.com",
"4021097","3010-0728-0925","   3010","ASSG","09/20/25","0400","09/22/25","1115","BBANUELOS","","!","17","     2,787.00","     4,100.00","          .00","       .00","    -1,313.00","       .00","    2","         1","V","USPS","81586502","CONTRACT","LTL"," 2828","       .00","TAMPA,FL","RICHMOND,CA","DISPATCH@LTRANSL.COM",
"4021123","3060-0850-0925","   3060","ASSG","09/20/25","0400","09/20/25","0900","STEPHENW","","!","17","       761.32","       825.00","          .00","       .00","       -63.68","       .00","    2","         1","V","USPS","81589352","CONTRACT","DDA LOGISTICS INC","  190","       .00","JERSEY CITY,NJ","PROVIDENCE,RI","dwayne@ddalogistics.com",
"4021137","3010-0760-0925","   3010","ASSG","09/20/25","0400","09/21/25","0930","BBANUELOS","","!","17","     3,248.00","     3,700.00","          .00","       .00","      -452.00","       .00","    2","         1","V","USPS","81592328","CONTRACT","VANTAGE CARRIER LLC"," 1439","       .00","OMAHA,NE","ORLANDO,FL","dispatch@vantagecarrier.com",
"4021171","3010-0790-0925","   3010","ASSG","09/20/25","0400","09/21/25","0015","BBANUELOS","","!","17","       693.00","     1,100.00","          .00","       .00","      -407.00","       .00","    2","         1","V","USPS","81596907","CONTRACT","VANTAGE CARRIER LLC","  998","       .00","TAMPA,FL","INDIANAPOLIS,IN","dispatch@vantagecarrier.com",
"4021209","3010-0817-0925","   3010","ASSG","09/20/25","0400","09/21/25","0930","DISAAC","","!","17","     2,508.75","     3,600.00","          .00","       .00","    -1,091.25","       .00","    2","         1","V","USPS","81602335","CONTRACT","SEVEN O SEVEN TRANSPOR"," 1361","       .00","HENDERSON,NV","OLATHE,KS","Dispatch@707trans.com",
"4021210","3010-0818-0925","   3010","ASSG","09/20/25","0400","09/20/25","1530","BBANUELOS","","!","17","       786.49","       900.00","          .00","       .00","      -113.51","       .00","    3","         2","V","USPS","81601627","CONTRACT","DO NOT UPDATE TO RTS","  457","       .00","CAPITOL HEIGHTS,MD","ROCHESTER,NY","DISPATCH@DEADHEADTRUCKINGLLC.COM",
"4021056","3010-0654-0925","   3010","ASSG","09/20/25","0430","09/21/25","0245","BBANUELOS","","!","17","     1,729.00","     2,100.00","          .00","       .00","      -371.00","       .00","    2","         1","V","USPS","81582062","CONTRACT","SMT TRANS LLC"," 1119","       .00","FLUSHING,NY","URBANDALE,IA","SMTTRANS19@GMAIL.COM",
"4021058","3060-0137-0925","   3060","ASSG","09/20/25","0430","09/20/25","0900","BBANUELOS","","!","17","       734.62","       720.00","          .00","       .00","        14.62","       .00","    2","         1","V","USPS","81582050","CONTRACT","VANTAGE CARRIER LLC","  189","       .00","JERSEY CITY,NJ","SHREWSBURY,MA","dispatch@vantagecarrier.com",
"4021082","3010-0720-0925","   3010","ASSG","09/20/25","0430","09/20/25","1630","YRODRIGUEZ","","!","17","       932.05","     1,100.00","          .00","       .00","      -167.95","       .00","    2","         1","V","USPS","81585201","","MZ CARGO INC","  484","       .00","DALLAS,TX","OLATHE,KS","dispatch@mzcargoinc.com",
"4021113","3060-0222-0925","   3060","ASSG","09/20/25","0430","09/20/25","1715","BBANUELOS","","!","17","     1,634.60","     1,900.00","          .00","       .00","      -265.40","       .00","    2","         1","V","USPS","81588104","CONTRACT","VANTAGE CARRIER LLC","  753","       .00","PONTIAC,MI","SPRINGFIELD,MA","dispatch@vantagecarrier.com",
"4021132","3010-0757-0925","   3010","ASSG","09/20/25","0430","09/21/25","0300","BBANUELOS","","!","17","     1,300.00","     1,600.00","          .00","       .00","      -300.00","       .00","    2","         1","V","USPS","81590737","CONTRACT","VANTAGE CARRIER LLC"," 1103","       .00","TAMPA,FL","PHILLIPSBURG,NJ","dispatch@vantagecarrier.com",
"4021189","3010-0791-0925","   3010","ASSG","09/20/25","0430","09/20/25","1830","BBANUELOS","","!","17","     2,003.00","     2,250.00","          .00","       .00","      -247.00","       .00","    2","         2","V","USPS","81599989","CONTRACT","VANTAGE CARRIER LLC","  747","       .00","NORTH READING,MA","GREENSBORO,NC","dispatch@vantagecarrier.com",
"4021198","3010-0808-0925","   3010","ASSG","09/20/25","0430","09/21/25","0300","BBANUELOS","","!","17","     1,300.00","     1,700.00","          .00","       .00","      -400.00","       .00","    2","         1","V","USPS","81599156","CONTRACT","GURMAN TRUCKING INC"," 1131","       .00","TAMPA,FL","JERSEY CITY,NJ","GURMAN@GURMANPRIME.COM",
"4021218","3060-0134-0925","   3060","TONU","09/20/25","0430","09/20/25","1845","DISAAC","","Y","17","       400.00","       200.00","          .00","       .00","       200.00","       .00","    3","         2","V","USPS","81603547","CONTRACT","ALI STAR INC","  564","       .00","CINCINNATI,OH","PHILLIPSBURG,NJ","DISPATCH@ALISTARINCOH.COM",
"4021231","3010-0837-0925","   3010","ASSG","09/20/25","0430","09/21/25","0000","BBANUELOS","","!","17","     2,606.50","     3,000.00","          .00","       .00","      -393.50","       .00","    2","         1","V","USPS","81606134","CONTRACT","BRAVO TRANS LLC","  960","       .00","COLUMBUS,OH","ORLANDO,FL","dispatch@bravotrans.llc",
"4021130","3060-0238-0925","   3060","ASSG","09/20/25","0445","09/20/25","2200","STEPHENW","","!","17","     1,770.00","     1,800.00","          .00","       .00","       -30.00","       .00","    3","         2","V","USPS","81590549","CONTRACT","MZ CARGO INC","  755","       .00","BIRMINGHAM,AL","CAPITOL HEIGHTS,MD","dispatch@mzcargoinc.com",
"4030577","3060-0851-0925","   3060","ASSG","09/20/25","0445","09/20/25","1445","BBANUELOS","","!","17","     1,490.00","     1,250.00","          .00","       .00","       240.00","       .00","    3","         2","V","USPS","83179906","SPOT","GOLDEN BELL EXPRESS","  357","       .00","PENSACOLA,FL","JACKSONVILLE,FL","goldenbellexpress@gmail.com",
"4021044","3060-0825-0925","   3060","ASSG","09/20/25","0500","09/20/25","1000","STEPHENW","","!","17","     1,000.00","     1,050.00","          .00","       .00","       -50.00","       .00","    2","         1","V","USPS","81578900","CONTRACT","DDA LOGISTICS INC","  222","       .00","JERSEY CITY,NJ","BOSTON,MA","dwayne@ddalogistics.com",
"4021173","3010-0787-0925","   3010","ASSG","09/20/25","0500","09/20/25","2130","STEPHENW","","!","17","     1,678.37","     1,900.00","          .00","       .00","      -221.63","       .00","    3","         2","V","USPS","81597699","CONTRACT","DDA LOGISTICS INC","  900","       .00","NORTH READING,MA","GASTONIA,NC","dwayne@ddalogistics.com",
"4021185","3010-0800-0925","   3010","ASSG","09/20/25","0515","09/21/25","0030","BBANUELOS","","!","17","     1,849.20","     2,200.00","          .00","       .00","      -350.80","       .00","    2","         1","V","USPS","81598126","CONTRACT","ACBXPRESS CORP"," 1098","       .00","NORTH READING,MA","NASHVILLE,TN","info@acbxpress.com",
"4021048","3010-0433-0925","   3010","ASSG","09/20/25","0545","09/20/25","1915","DISAAC","","!","","       977.95","     1,200.00","          .00","       .00","      -222.05","       .00","    2","         1","V","USPS","81579644","CONTRACT","ALI STAR INC","  624","       .00","JERSEY CITY,NJ","CINCINNATI,OH","DISPATCH@ALISTARINCOH.COM",
"4021101","3060-0123-0925","   3060","ASSG","09/20/25","0600","09/21/25","0330","BBANUELOS","","!","17","     1,393.65","     1,850.00","          .00","       .00","      -456.35","       .00","    2","         1","V","USPS","81585810","CONTRACT","SMT TRANS LLC"," 1116","       .00","FLUSHING,NY","MEMPHIS,TN","SMTTRANS19@GMAIL.COM",
"4021154","3010-0775-0925","   3010","ASSG","09/20/25","0600","09/20/25","2145","BBANUELOS","","!","17","     1,021.20","     1,300.00","          .00","       .00","      -278.80","       .00","    2","         1","V","USPS","81594574","CONTRACT","ALI STAR INC","  734","       .00","JERSEY CITY,NJ","LOUISVILLE,KY","ALISTARINCOH@GMAIL.COM",
"4037832","3060-0978-0925","   3060","ASSG","09/20/25","0600","09/21/25","1415","STEPHENW","","!","17","     4,140.00","     3,900.00","          .00","       .00","       240.00","       .00","    3","         2","V","USPS","84777674","SPOT","GRAY CARGO LLC"," 1432","       .00","LOS ANGELES,CA","IRVING,TX","graycargollc@gmail.com",
"4021159","3010-0778-0925","   3010","ASSG","09/20/25","0615","09/20/25","1845","BBANUELOS","","!","17","       745.45","     1,500.00","          .00","       .00","      -754.55","       .00","    2","         1","V","USPS","81594980","CONTRACT","LOADMODE LLC","  611","       .00","JERSEY CITY,NJ","DETROIT,MI","DISPATCH@LOADMODELLC.COM",
"4021174","3010-0792-0925","   3010","ASSG","09/20/25","0615","09/20/25","1915","BBANUELOS","","!","17","       730.40","       850.00","          .00","       .00","      -119.60","       .00","    2","         1","V","USPS","81598667","CONTRACT","VANTAGE CARRIER LLC","  642","       .00","JERSEY CITY,NJ","PONTIAC,MI","dispatch@vantagecarrier.com",
"4021177","3010-0794-0925","   3010","ASSG","09/20/25","0630","09/20/25","2200","DISAAC","","!","17","     1,423.80","     1,550.00","          .00","       .00","      -126.20","       .00","    2","         1","V","USPS","81598193","","MZ CARGO INC","  730","       .00","JERSEY CITY,NJ","GREENVILLE,SC","dispatch@mzcargoinc.com",
"4021149","3010-0771-0925","   3010","ASSG","09/20/25","0700","09/21/25","0400","YRODRIGUEZ","","!","17","     1,389.54","     1,700.00","          .00","       .00","      -310.46","       .00","    3","         2","V","USPS","81592783","CONTRACT","PARS TRANSPORTATION IN"," 1075","       .00","IRVING,TX","AVONDALE,AZ","dispatch@parstransportationinc.com",
"4037530","3957-0099-0925","   3957","ASSG","09/20/25","0700-1200","09/22/25","0700-1400","","","N","17","     2,450.00","     2,000.00","          .00","       .00","       437.75","       .00","    2","    43,000","F","BAKER EQUIPMENT & MATERIALS"," PO. 131201","SPOT","YRC TRUCKING LLC","  602","       .00","HOUSTON,TX","EUNICE,NM","YRCTRUCKINGLLC@gmail.com",
"4038860","3060-0981-0925","   3060","ASSG","09/20/25","0730","09/22/25","0730","BBANUELOS","","!","17","     5,590.00","     5,200.00","          .00","       .00","       390.00","       .00","    2","         1","V","USPS","84891100","CONTRACT","LTL"," 2362","       .00","MORENO VALLEY,CA","JACKSONVILLE,FL","DISPATCH@LTRANSL.COM",
"4021226","3060-0143-0925","   3060","TONU","09/20/25","0800","09/20/25","1300","BBANUELOS","","Y","17","       400.00","       200.00","          .00","       .00","       200.00","       .00","    2","         1","V","USPS","81604645","CONTRACT","SMT TRANS LLC","  189","       .00","JERSEY CITY,NJ","SHREWSBURY,MA","SMTTRANS19@GMAIL.COM",
"4021096","3010-0727-0925","   3010","ASSG","09/20/25","0845","09/21/25","0000","BBANUELOS","","!","17","     1,550.00","     1,450.00","          .00","       .00","       100.00","       .00","    2","         1","V","USPS","81586411","CONTRACT","SMT TRANS LLC","  702","       .00","JERSEY CITY,NJ","KNOXVILLE,TN","SMTTRANS19@GMAIL.COM",
"4038872","3060-0982-0925","   3060","ASSG","09/20/25","0845","09/22/25","0515","STEPHENW","","!","17","     4,269.00","     4,000.00","          .00","       .00","       269.00","       .00","    2","         1","V","USPS","84895703","SPOT","EAGLE EYE TRUCKING LLC"," 2126","       .00","SEATTLE,WA","DALLAS,TX","dispatcher@eagleyetruckingllc.com",
"4021093","3010-0725-0925","   3010","ASSG","09/20/25","0900","09/21/25","0030","YRODRIGUEZ","","!","17","     2,502.48","     2,800.00","          .00","       .00","      -297.52","       .00","    2","         1","V","USPS","81586639","CONTRACT","ZERO MAX INC","  786","       .00","IRVING,TX","AURORA,CO","zeromax@zeromaxinc.com",
"4021163","3010-0782-0925","   3010","ASSG","09/20/25","1000","09/21/25","0015","DISAAC","","!","17","     1,200.00","     1,450.00","          .00","       .00","      -250.00","       .00","    2","         1","V","USPS","81596853","","A2Z EXPRESS INC","  605","       .00","FRIDLEY,MN","INDIANAPOLIS,IN","DISPATCH@A2ZEXPRESS.NET",
"4021182","3010-0798-0925","   3010","ASSG","09/20/25","1000","09/20/25","1900","THOMAST","","!","17","       894.92","       750.00","          .00","       .00","       144.92","       .00","    3","         2","V","USPS","81598598","CONTRACT","TWISTED FARMS LLC","  356","       .00","PHILLIPSBURG,NJ","BUFFALO,NY","ops@TWISTEDFARMS.ORG",
"4029087","3011-0131-0925","   3011","ITDL","09/20/25","1100","09/22/25","0700","CPARMAN","","N","","       938.00","     1,000.00","       800.00","    800.00","       -62.00","       .00","    2","    43,809","VR","DAWN FOODS PRODUCTS","195491085","CONTRACT","AMERICAN VM TRANSPORT","  271","       .00","JACKSON,MI","LAKE CITY,PA","DISPATCH@AVMTRANSPORT.COM",
"4031609","3011-0157-0925","   3011","ITDL","09/20/25","1100","09/22/25","0800","CPARMAN","","N","","       938.00","     1,000.00","       800.00","    800.00","       -62.00","       .00","    2","    43,809","VR","DAWN FOODS PRODUCTS","195671143","CONTRACT","CARRY TRANSPORTATION","  271","       .00","JACKSON,MI","LAKE CITY,PA","vik.tan@hotmail.com",
"4038880","3060-0983-0925","   3060","ASSG","09/20/25","1100","09/22/25","2230","STEPHENW","","!","17","     6,190.00","     5,800.00","          .00","       .00","       390.00","       .00","    3","         2","V","USPS","84895830","SPOT","EAGLE EYE TRUCKING LLC"," 2753","       .00","BELL GARDENS,CA","PHILLIPSBURG,NJ","dispatcher@eagleyetruckingllc.com",
"4038870","3060-2087-0925","   3060","ASSG","09/20/25","1115","09/21/25","1945","STEPHENW","","!","17","     2,869.00","     2,600.00","          .00","       .00","       269.00","       .00","    3","         2","V","USPS","84895778","SPOT","WRNR LLC"," 1568","       .00","JERSEY CITY,NJ","DALLAS,TX","Dispatch@wrnrllc.com",
"4021223","3010-0830-0925","   3010","ASSG","09/20/25","1130","09/20/25","1830","BBANUELOS","","!","17","       758.79","     1,000.00","          .00","       .00","      -241.21","       .00","    2","         1","V","USPS","81604134","CONTRACT","USA SILK WAY INC","  329","       .00","JERSEY CITY,NJ","ROCHESTER,NY","dispatch@usasilkway.com",
"4021197","3010-0807-0925","   3010","ASSG","09/20/25","1300","09/21/25","1600","BBANUELOS","","!","17","     2,294.17","     2,500.00","          .00","       .00","      -205.83","       .00","    4","         3","V","USPS","81599269","CONTRACT","DALI  TRANSPORTATION"," 1146","       .00","IRVING,TX","NORTH CHARLESTON,SC","Dispatch@callprimeone.com",
"4021170","3010-0789-0925","   3010","ASSG","09/20/25","1400","09/20/25","2030","BBANUELOS","","!","17","       567.63","       550.00","          .00","       .00","        17.63","       .00","    2","         1","V","USPS","81596877","CONTRACT","IQS GROUP LLC","  264","       .00","IRVING,TX","MISSOURI CITY,TX","sales@iqsgroupllc.com",
"4038894","3060-0998-0925","   3060","ASSG","09/20/25","1530","09/21/25","1800","STEPHENW","","!","17","     2,769.00","     2,500.00","          .00","       .00","       269.00","       .00","    2","         1","V","USPS","84896069","SPOT","EAGLE EYE TRUCKING LLC"," 1341","       .00","AURORA,CO","FEDERAL WAY,WA","dispatcher@eagleyetruckingllc.com",
"4021191","3060-0853-0925","   3060","ASSG","09/20/25","2000","09/21/25","0715","DISAAC","","!","17","       891.60","     1,200.00","          .00","       .00","      -308.40","       .00","    2","         1","V","USPS","81599213","CONTRACT","ADVANCE TRANS INC","  518","       .00","IRVING,TX","NEW ORLEANS,LA","ADVANCETRANS21@GMAIL.COM",
"4021250","3010-0850-0925","   3010","ASSG","09/20/25","2000","09/21/25","0415","BBANUELOS","","!","17","     1,131.11","     1,150.00","          .00","       .00","       -18.89","       .00","    3","         2","V","USPS","81608304","CONTRACT","DO NOT UPDATE TO RTS","  345","       .00","IRVING,TX","LUBBOCK,TX","DISPATCH@DEADHEADTRUCKINGLLC.COM",
"4021246","3060-0170-0925","   3060","ASSG","09/20/25","2030","09/21/25","0400","BBANUELOS","","!","17","       790.00","       950.00","          .00","       .00","      -160.00","       .00","    2","         1","V","USPS","81607251","CONTRACT","CARAVAN FREIGHT","  307","       .00","LANCASTER,PA","SPRINGFIELD,MA","operations@caravanfreight.net",
"4021078","3010-0716-0925","   3010","ASSG","09/20/25","2045","09/22/25","0800","BBANUELOS","","!","17","     3,755.98","     4,300.00","          .00","       .00","      -544.02","       .00","    2","         1","V","USPS","81584192","CONTRACT","VANTAGE CARRIER LLC"," 1887","       .00","SPRINGFIELD,MA","AURORA,CO","dispatch@vantagecarrier.com",
"4021162","3060-0855-0925","   3060","ASSG","09/20/25","2100","09/21/25","0915","BBANUELOS","","!","17","       990.82","     1,200.00","          .00","       .00","      -209.18","       .00","    3","         2","V","USPS","81595693","CONTRACT","S&D GLOBAL LLC","  519","       .00","IRVING,TX","FAYETTEVILLE,AR","info@sdgloballlc.net",
"4021236","3010-0839-0925","   3010","ASSG","09/20/25","2100","09/21/25","0500","YRODRIGUEZ","","!","17","     1,208.88","       800.00","          .00","       .00","       408.88","       .00","    2","         1","V","USPS","81606269","CONTRACT","COLIBREX INC","  344","       .00","SANDSTON,VA","JERSEY CITY,NJ","dispatch@colibrexinc.net",
"4021470","3060-0815-0925","   3060","ASSG","09/20/25","2300","09/21/25","0630","BBANUELOS","","!","17","       790.00","     1,000.00","          .00","       .00","      -210.00","       .00","    2","         1","V","USPS","81739381","CONTRACT","DO NOT UPDATE TO RTS","  307","       .00","LANCASTER,PA","SPRINGFIELD,MA","DISPATCH@DEADHEADTRUCKINGLLC.COM",
"4021499","3010-0879-0925","   3010","ASSG","09/20/25","2300","09/21/25","1830","BBANUELOS","","!","17","       995.55","     1,300.00","          .00","       .00","      -304.45","       .00","    2","         1","V","USPS","81744002","CONTRACT","VANTAGE CARRIER LLC","  987","       .00","ORLANDO,FL","INDIANAPOLIS,IN","dispatch@vantagecarrier.com",
"4021519","3010-0896-0925","   3010","ASSG","09/20/25","2300","09/21/25","0630","YRODRIGUEZ","","!","17","       678.32","       869.00","          .00","       .00","      -190.68","       .00","    2","         1","V","USPS","81746813","","NOOR EXPRESS LOGISTICS","  346","       .00","JERSEY CITY,NJ","SANDSTON,VA","dispatch@noorexpress.us",
"4021544","3010-0917-0925","   3010","ASSG","09/20/25","2300","09/21/25","1615","DISAAC","","!","17","     2,940.75","     3,300.00","          .00","       .00","      -359.25","       .00","    2","         1","V","USPS","81752793","CONTRACT","A2Z EXPRESS INC","  956","       .00","WEST FARGO,ND","AURORA,CO","DISPATCH@A2ZEXPRESS.NET",
"4021487","3060-0400-0925","   3060","ASSG","09/20/25","2330","09/22/25","0445","YRODRIGUEZ","","!","17","     2,476.44","     3,200.00","          .00","       .00","      -723.56","       .00","    3","         2","V","USPS","81740115","CONTRACT","ARROW TRUCK INC"," 1357","       .00","DES MOINES,IA","ORLANDO,FL","dispatch@arrowtruck.delivery",
"4021486","3060-0313-0925","   3060","ASSG","09/21/25","0000","09/21/25","0745","DISAAC","","!","17","       932.18","       900.00","          .00","       .00","        32.18","       .00","    2","         1","V","USPS","81742295","CONTRACT","NOOR EXPRESS LOGISTICS","  306","       .00","BOSTON,MA","PHILADELPHIA,PA","dispatch@noorexpress.us",
"4021593","3060-0856-0925","   3060","ASSG","09/21/25","0000","09/21/25","0815","BBANUELOS","","!","17","       737.05","       900.00","          .00","       .00","      -162.95","       .00","    3","         2","V","USPS","81761056","CONTRACT","DALI  TRANSPORTATION","  312","       .00","BOSTON,MA","BELLMAWR,NJ","DISPATCH@CALLPRIMEONE.COM",
"4021619","3010-0988-0925","   3010","ASSG","09/21/25","0000","09/21/25","1400","YRODRIGUEZ","","!","17","       593.00","       850.00","          .00","       .00","      -257.00","       .00","    3","         2","V","USPS","81765547","CONTRACT","DO NOT UPDATE TO RTS","  590","       .00","TAMPA,FL","GASTONIA,NC","DISPATCH@DEADHEADTRUCKINGLLC.COM",
"4038897","3010-0184-0925","   3010","ASSG","09/21/25","0000","09/22/25","0800","STEPHENW","","!","17","     1,174.72","     1,100.00","          .00","       .00","        74.72","       .00","    2","         1","V","USPS","84896057","CONTRACT","GOLD TREE TRANS INC","  340","       .00","FOREST PARK,IL","GROVEPORT,OH","sales@goldtreetransinc.com",
"4021562","3010-0933-0925","   3010","ASSG","09/21/25","0015","09/21/25","1045","YRODRIGUEZ","","!","17","     1,075.26","     1,200.00","          .00","       .00","      -124.74","       .00","    3","         2","V","USPS","81755788","CONTRACT","DO NOT UPDATE TO RTS","  408","       .00","COLUMBUS,OH","LANCASTER,PA","DISPATCH@DEADHEADTRUCKINGLLC.COM",
"4021474","3010-0855-0925","   3010","ASSG","09/21/25","0030","09/22/25","2330","DISAAC","","!","17","     4,234.50","     5,425.00","          .00","       .00","    -1,190.50","       .00","    2","         1","V","USPS","81740166","CONTRACT","LOADMODE LLC"," 2217","       .00","HENDERSON,NV","JACKSONVILLE,FL","DISPATCH@LOADMODELLC.COM",
"4021501","3010-0881-0925","   3010","ASSG","09/21/25","0030","09/22/25","1845","BBANUELOS","","!","17","     4,500.00","     4,700.00","          .00","       .00","      -200.00","       .00","    2","         1","V","USPS","81746039","CONTRACT","VANTAGE CARRIER LLC"," 2016","       .00","SALT LAKE CITY,UT","GASTONIA,NC","dispatch@vantagecarrier.com",
"4021527","3060-0104-0925","   3060","ASSG","09/21/25","0030","09/21/25","0815","THOMAST","","!","17","     1,132.03","     1,000.00","          .00","       .00","       132.03","       .00","    2","         1","V","USPS","81750518","CONTRACT","TWISTED FARMS LLC","  317","       .00","NORTH READING,MA","SYRACUSE,NY","ops@TWISTEDFARMS.ORG",
"4021545","3060-0307-0925","   3060","ASSG","09/21/25","0030","09/21/25","0645","DISAAC","","!","17","       975.47","       800.00","          .00","       .00","       175.47","       .00","    2","         1","V","USPS","81753819","CONTRACT","SMT TRANS LLC","  228","       .00","NORTH READING,MA","JERSEY CITY,NJ","SMTTRANS19@GMAIL.COM",
"4021550","3060-0245-0925","   3060","ASSG","09/21/25","0030","09/21/25","0845","STEPHENW","","!","17","     1,127.26","     1,050.00","          .00","       .00","        77.26","       .00","    2","         1","V","USPS","81753843","CONTRACT","DDA LOGISTICS INC","  312","       .00","NORTH READING,MA","PHILADELPHIA,PA","dwayne@ddalogistics.com",
"4021587","3010-0958-0925","   3010","ASSG","09/21/25","0030","09/21/25","2345","BBANUELOS","","!","17","     2,806.65","     3,200.00","          .00","       .00","      -393.35","       .00","    2","         1","V","USPS","81758095","CONTRACT","VANTAGE CARRIER LLC"," 1150","       .00","ALLEN PARK,MI","ORLANDO,FL","dispatch@vantagecarrier.com",
"4021596","3060-0165-0925","   3060","ASSG","09/21/25","0030","09/21/25","0930","BBANUELOS","","!","17","     1,317.26","     1,300.00","          .00","       .00","        17.26","       .00","    2","         1","V","USPS","81760957","CONTRACT","CARAVAN FREIGHT","  345","       .00","NORTH READING,MA","HISTORIC NEW CASTLE,DE","operations@caravanfreight.net",
"4021601","3010-0971-0925","   3010","ASSG","09/21/25","0030","09/22/25","1600","YRODRIGUEZ","","!","17","     4,500.00","     4,000.00","          .00","       .00","       500.00","       .00","    2","         1","V","USPS","81760570","CONTRACT","ZERO MAX INC"," 1894","       .00","SALT LAKE CITY,UT","FAIRBURN,GA","dispatch@zeromaxinc.com",
"4021608","3060-0110-0925","   3060","ASSG","09/21/25","0030","09/21/25","0915","THOMAST","","!","17","       654.85","       800.00","          .00","       .00","      -145.15","       .00","    2","         1","V","USPS","81764379","CONTRACT","TWISTED FARMS LLC","  370","       .00","JERSEY CITY,NJ","BUFFALO,NY","ops@TWISTEDFARMS.ORG",
"4021616","3060-0858-0925","   3060","ASSG","09/21/25","0030","09/21/25","0915","YRODRIGUEZ","","!","17","       676.67","       900.00","          .00","       .00","      -223.33","       .00","    2","         1","V","USPS","81764492","CONTRACT","ROAD RUNNERS AMERICA L","  351","       .00","JERSEY CITY,NJ","NORFOLK,VA","alex@rramericalogistics.com",
"4021629","3010-0993-0925","   3010","ASSG","09/21/25","0030","09/21/25","1330","STEPHENW","","!","17","     1,774.87","     2,350.00","          .00","       .00","      -575.13","       .00","    2","         1","V","USPS","81745541","CONTRACT","MZ CARGO INC","  598","       .00","KANSAS CITY,MO","DENVER,CO","dispatch@mzcargoinc.com",
"4021479","3060-0857-0925","   3060","ASSG","09/21/25","0045","09/21/25","0615","STEPHENW","","!","17","     1,185.90","       900.00","          .00","       .00","       285.90","       .00","    2","         1","V","USPS","81742200","CONTRACT","AZIM CARGO INC","  210","       .00","SPRINGFIELD,MA","TRENTON,NJ","TEAMb@AZIMCARGO.COM",
"4021482","3010-0863-0925","   3010","ASSG","09/21/25","0045","09/21/25","1115","BBANUELOS","","!","17","     1,348.11","     1,400.00","          .00","       .00","       -51.89","       .00","    3","         2","V","USPS","81742732","CONTRACT","DO NOT UPDATE TO RTS","  386","       .00","ROCHESTER,NY","CAPITOL HEIGHTS,MD","DISPATCH@DEADHEADTRUCKINGLLC.COM",
"4021549","3060-0197-0925","   3060","ASSG","09/21/25","0045","09/21/25","1045","YRODRIGUEZ","","!","17","       682.50","     1,000.00","          .00","       .00","      -317.50","       .00","    3","         2","V","USPS","81755074","CONTRACT","DO NOT UPDATE TO RTS","  365","       .00","BALTIMORE,MD","GREENSBORO,NC","DISPATCH@DEADHEADTRUCKINGLLC.COM",
"4021627","3010-0992-0925","   3010","ASSG","09/21/25","0045","09/21/25","1200","DISAAC","","!","17","     1,753.01","     2,000.00","          .00","       .00","      -246.99","       .00","    2","         1","V","USPS","81744334","","MZ CARGO INC","  598","       .00","KANSAS CITY,MO","DENVER,CO","dispatch@mzcargoinc.com",
"4021476","3060-0339-0925","   3060","ASSG","09/21/25","0100","09/21/25","0800","DISAAC","","!","17","     1,153.50","     1,050.00","          .00","       .00","       103.50","       .00","    2","         1","V","USPS","81742194","CONTRACT","JY CARRIERS LLC","  274","       .00","SPRINGFIELD,MA","HISTORIC NEW CASTLE,DE","dispatch@jycarriers.com",
